id,text,start,end,article_id,lang,CLS_Event type,CLS_Information type,
597888,The outbreaks follows a decision to raise the risk level for avian influenza incursion in wild birds in Britain from ` medium ' to ` high '.,1596,1736,XA9Q7YI5BQ,EN,CE,DE,
597889,What does the prevention zone mean?,1737,1772,XA9Q7YI5BQ,EN,CE,PCM,
597890,The AIPZ means farmers and bird keepers across the country must:,1773,1837,XA9Q7YI5BQ,EN,CE,PCM,
597891,•,1838,1839,XA9Q7YI5BQ,EN,CE,IR,
597892,"Ensure the areas where birds are kept are unattractive to wild birds, for example by netting ponds, and by removing wild bird food sources",1840,1978,XA9Q7YI5BQ,EN,CE,PCM,
597893,; • Feed and water birds in enclosed areas to discourage wild birds; • Minimise movement in and out of bird enclosures;,1978,2097,XA9Q7YI5BQ,EN,CE,DE,
597895,The government said the prevention zone will be in place until further notice and will be kept under regular review.,2295,2411,XA9Q7YI5BQ,EN,CE,PCM,
597896,Avian influenza is a notifiable disease and any suspicion should be reported immediately to the Animal and Plant Health Agency ( APHA ).,2412,2548,XA9Q7YI5BQ,EN,CE,PCM,
602694,S. Korea probes 3 more suspected cases of bird flu,0,52,GWWCFI6Y2Y,EN,CE,DE,
602695,"A vehicle carries out a disinfection operation against avian flu in Taean, South Chungcheong Provice, on Nov. 2, in this photo released by the county.",52,202,GWWCFI6Y2Y,EN,CE,DE,
602696,( Yonhap ),203,213,GWWCFI6Y2Y,EN,CE,IR,
602697,"South Korea said Thursday it is investigating three suspected cases of avian influenza found from wild bird droppings, amid the growing concerns over the disease spreading to local poultry farms.",214,409,GWWCFI6Y2Y,EN,CE,PCM,
602698,"Local authorities are looking into the three cases reported in Gyeonggi Province earlier this week, according to the Ministry of Agriculture, Food and Rural Affairs.",410,575,GWWCFI6Y2Y,EN,CE,DE,
602699,It could take about five days to determine whether the virus is a highly pathogenic strain of bird flu.,576,679,GWWCFI6Y2Y,EN,CE,PCM,
602700,"South Korea has raised its guard against the disease since late October, when it found a highly pathogenic H5N8 strain of bird flu near a creek in Cheonan, 92 kilometers south of Seoul.",680,865,GWWCFI6Y2Y,EN,CE,DE,
602701,It was the first avian influenza case in the country in 32 months.,866,932,GWWCFI6Y2Y,EN,CE,DE,
602702,"A few days later, authorities confirmed another case in Yongin, near the capital city.",933,1019,GWWCFI6Y2Y,EN,CE,DE,
602703,The third case was again reported from Cheonan on Tuesday.,1020,1078,GWWCFI6Y2Y,EN,CE,PCM,
602705,South Korea have identified five suspected cases that were later found to be low pathogenic avian flu.,1175,1277,GWWCFI6Y2Y,EN,CE,PCM,
602706,Quarantine officials have recently launched investigations at 10 major habitats for migratory birds and are collecting more samples.,1278,1410,GWWCFI6Y2Y,EN,CE,PCM,
602707,The entry of people and automobiles into the areas is currently restricted.,1411,1486,GWWCFI6Y2Y,EN,CE,IR,
602708,They have also bolstered preventive measures at nearby poultry farms.,1487,1556,GWWCFI6Y2Y,EN,CE,IR,
602709,"Separately, South Korea said there have been no additional suspected cases of African swine fever from domestic pigs.",1557,1674,GWWCFI6Y2Y,EN,CE,DE,
602710,"Authorities confirmed two ASF cases from Gangwon Province last month, marking the first outbreak of the animal disease since October 2019.",1675,1813,GWWCFI6Y2Y,EN,CE,DE,
602713,( Yonhap ),1919,1929,GWWCFI6Y2Y,EN,CE,IR,
605714,"News Scan for Nov 11, 2020",0,28,IXT173S6XM,EN,CE,IR,
605715,"Study finds frequent use of key antibiotics in 4 low-resource nationsA study of community-level antibiotic use in patients in four low - and middle-income countries ( LMICs ) found frequent use of broad-spectrum antibiotics considered at risk of becoming ineffective owing to rising antibiotic resistance, an international team of researchers reported today in Clinical Microbiology and Infection.",28,425,IXT173S6XM,EN,CE,DE,
605716,"As part of an effort to optimize antibiotic use in LMICs, the Neglected Infectious Diseases DIAGnosis ( NIDIAG )",426,538,IXT173S6XM,EN,CE,DE,
605717,#NAME?,539,732,IXT173S6XM,EN,CE,DE,
605718,"The researchers described the prevalence and choice of antibiotics before and at study inclusion, applying the World Health Organization's ( WHO's ) Access/Watch/Reserve ( AWa.",733,911,IXT173S6XM,EN,CE,PCM,
